AILI(sub, obj, type, content, context, time)
SpeechPositive(1005, 1019, Positive, Having a great time!, class3, 848)
SpeechPositive(993, 1005, Positive, Having a great time!, class3, 853)
SpeechNegative(1009, 1023, Negative, Not so fun... , class3, 854)
SpeechPositive(989, 1005, Positive, Having a great time!, class3, 855)
SpeechPositive(993, 1005, Positive, Having a great time!, class3, 855)
SpeechGreet(1001, 997, Positive, Nice to meet you!, class3, 856)
SpeechPositive(1001, 997, Positive, Having a great time!, class3, 856)
SpeechPositive(1013, 1001, Positive, Having a great time!, class3, 859)
SpeechPositive(991, 1005, Positive, Having a great time!, class3, 862)
SpeechGreet(997, 1005, Positive, Nice to meet you!, class3, 865)
SpeechPositive(997, 1005, Positive, Having a great time!, class3, 865)
SpeechGreet(987, 999, Positive, Nice to meet you!, class3, 867)
SpeechPositive(987, 999, Positive, Having a great time!, class3, 867)
SpeechPositive(993, 997, Positive, Having a great time!, class3, 868)
SpeechProposal(993, 997, Proposal, Will you come to the prom with me!, class3, 868)
ThoughtConflict(997, 993, Conflict, Should I go to the Prom with 993? I really want to go with 1019, class3, 868)
SpeechAccept(997, 993, Accept, Yes 993! I'd love to go to the Prom with you!, class3, 868)
SpeechGreet(1017, 991, Positive, Nice to meet you!, class3, 870)
SpeechPositive(1017, 991, Positive, Having a great time!, class3, 870)
SpeechGreet(1013, 1005, Positive, Nice to meet you!, class3, 872)
SpeechNegative(1013, 1005, Negative, Not so fun... , class3, 872)
SpeechNegative(1023, 1005, Negative, Not so fun... , class3, 874)
SpeechPositive(991, 1005, Positive, Having a great time!, class3, 877)
SpeechPositive(1023, 1009, Positive, Having a great time!, class3, 883)
SpeechNegative(991, 1017, Negative, Not so fun... , class3, 888)
SpeechPositive(993, 1013, Positive, Having a great time!, class3, 891)
SpeechPositive(1001, 1013, Positive, Having a great time!, class3, 891)
SpeechGreet(1021, 987, Positive, Nice to meet you!, class3, 895)
SpeechPositive(1021, 987, Positive, Having a great time!, class3, 895)
SpeechPositive(1013, 1005, Positive, Having a great time!, class3, 906)
SpeechNegative(1001, 1005, Negative, Not so fun... , class3, 914)
SpeechPositive(1025, 997, Positive, Having a great time!, class3, 914)
SpeechPositive(993, 1001, Positive, Having a great time!, class3, 915)
SpeechPositive(993, 1001, Positive, Having a great time!, class3, 926)
SpeechPositive(1019, 1005, Positive, Having a great time!, class3, 929)
SpeechPositive(989, 1005, Positive, Having a great time!, class3, 933)
SpeechPositive(1001, 997, Positive, Having a great time!, class3, 934)
SpeechGreet(989, 1017, Positive, Nice to meet you!, class3, 935)
SpeechPositive(989, 1017, Positive, Having a great time!, class3, 935)
SpeechPositive(1009, 1019, Positive, Having a great time!, class3, 936)
SpeechPositive(1021, 987, Positive, Having a great time!, class3, 941)
SpeechPositive(1021, 987, Positive, Having a great time!, class3, 945)
SpeechNegative(989, 1017, Negative, Not so fun... , class3, 949)
SpeechNegative(1019, 1005, Negative, Not so fun... , class3, 953)
SpeechGreet(1017, 1005, Positive, Nice to meet you!, class3, 962)
SpeechPositive(1017, 1005, Positive, Having a great time!, class3, 962)
SpeechGreet(1013, 1025, Positive, Nice to meet you!, class3, 970)
SpeechPositive(1013, 1025, Positive, Having a great time!, class3, 970)
SpeechNegative(1025, 1013, Negative, Not so fun... , class3, 974)
SpeechPositive(993, 1005, Positive, Having a great time!, class3, 975)
SpeechGreet(1013, 997, Positive, Nice to meet you!, class3, 975)
SpeechPositive(1013, 997, Positive, Having a great time!, class3, 975)
SpeechGreet(1007, 1003, Positive, Nice to meet you!, class3, 976)
SpeechPositive(1007, 1003, Positive, Having a great time!, class3, 976)
